candidate_id,a0,a1,b0,b1,norm_f,factorization_f,largest_prime_f,norm_g,factorization_g,largest_prime_g,baseline_f,baseline_factorization_f,baseline_largest_prime_f,baseline_g,baseline_factorization_g,baseline_largest_prime_g,actual_f_B7,actual_g_B7,actual_joint_B7,baseline_f_B7,baseline_g_B7,baseline_joint_B7,actual_f_B13,actual_g_B13,actual_joint_B13,baseline_f_B13,baseline_g_B13,baseline_joint_B13
409,1,1,0,1,67,67^1,67,147,3^1*7^2,7,80,2^4*5^1,5,129,3^1*43^1,43,0,1,0,1,0,0,0,1,0,1,0,0
410,1,1,0,2,1227,3^1*409^1,409,6667,59^1*113^1,113,1418,2^1*709^1,709,5988,2^2*3^1*499^1,499,0,0,0,0,0,0,0,0,0,0,0,0
411,1,1,1,-2,729,3^6,3,12744,2^3*3^3*59^1,59,744,2^3*3^1*31^1,31,9722,2^1*4861^1,4861,1,0,0,0,0,0,1,0,0,0,0,0
412,1,1,1,-1,67,67^1,67,332,2^2*83^1,83,77,7^1*11^1,11,355,5^1*71^1,71,0,0,0,0,0,0,0,0,0,1,0,0
413,1,1,1,0,17,17^1,17,72,2^3*3^2,3,23,23^1,23,87,3^1*29^1,29,0,1,0,0,0,0,0,1,0,0,0,0
414,1,1,1,1,243,3^5,3,108,2^2*3^3,3,238,2^1*7^1*17^1,17,123,3^1*41^1,41,1,1,1,0,0,0,1,1,1,0,0,0
415,1,1,1,2,2137,2137^1,2137,8072,2^3*1009^1,1009,2518,2^1*1259^1,1259,8086,2^1*13^1*311^1,311,0,0,0,0,0,0,0,0,0,0,0,0
416,1,1,2,-2,1811,1811^1,1811,28771,28771^1,28771,2012,2^2*503^1,503,21853,13^1*41^2,41,0,0,0,0,0,0,0,0,0,0,0,0
417,1,1,2,-1,243,3^5,3,3483,3^4*43^1,43,192,2^6*3^1,3,3838,2^1*19^1*101^1,101,1,0,0,1,0,0,1,0,0,1,0,0
418,1,1,2,0,99,3^2*11^1,11,1139,17^1*67^1,67,117,3^2*13^1,13,2009,7^2*41^1,41,0,0,0,0,0,0,1,0,0,1,0,0
419,1,1,2,1,803,11^1*73^1,73,2203,2203^1,2203,722,2^1*19^2,19,3971,11^1*19^2,19,0,0,0,0,0,0,0,0,0,0,0,0
420,1,1,2,2,4563,3^3*13^2,13,19683,3^9,3,4842,2^1*3^2*269^1,269,24710,2^1*5^1*7^1*353^1,353,0,1,0,0,0,0,1,1,1,0,0,0
421,1,2,-2,-2,1009,1009^1,1009,48929,113^1*433^1,433,546,2^1*3^1*7^1*13^1,13,33850,2^1*5^2*677^1,677,0,0,0,0,0,0,0,0,0,1,0,0
422,1,2,-2,-1,1377,3^4*17^1,17,5697,3^3*211^1,211,1944,2^3*3^5,3,5525,5^2*13^1*17^1,17,0,0,0,1,0,0,0,0,0,1,0,0
423,1,2,-2,0,737,11^1*67^1,67,177,3^1*59^1,59,949,13^1*73^1,73,153,3^2*17^1,17,0,0,0,0,0,0,0,0,0,0,0,0
424,1,2,-2,1,1,1,1,5441,5441^1,5441,1,1,1,7808,2^7*61^1,61,1,0,0,1,0,0,1,0,0,1,0,0
425,1,2,-2,2,2673,3^5*11^1,11,30753,3^3*17^1*67^1,67,4095,3^2*5^1*7^1*13^1,13,28266,2^1*3^1*7^1*673^1,673,0,0,0,0,0,0,1,0,0,1,0,0
426,1,2,-1,-2,729,3^6,3,26244,2^2*3^8,3,962,2^1*13^1*37^1,37,21122,2^1*59^1*179^1,179,1,1,1,0,0,0,1,1,1,0,0,0
427,1,2,-1,-1,971,971^1,971,2776,2^3*347^1,347,882,2^1*3^2*7^2,7,2996,2^2*7^1*107^1,107,0,0,0,1,0,0,0,0,0,1,0,0
428,1,2,-1,0,657,3^2*73^1,73,452,2^2*113^1,113,512,2^9,2,383,383^1,383,0,0,0,1,0,0,0,0,0,1,0,0
429,1,2,-1,1,459,3^3*17^1,17,1944,2^3*3^5,3,495,3^2*5^1*11^1,11,1647,3^3*61^1,61,0,1,0,0,0,0,0,1,0,1,0,0
430,1,2,-1,2,2969,2969^1,2969,11524,2^2*43^1*67^1,67,2589,3^1*863^1,863,13338,2^1*3^3*13^1*19^1,19,0,0,0,0,0,0,0,0,0,0,0,0
431,1,2,0,-2,1161,3^3*43^1,43,17161,131^2,131,1766,2^1*883^1,883,16557,3^1*5519^1,5519,0,0,0,0,0,0,0,0,0,0,0,0
432,1,2,0,-1,913,11^1*83^1,83,1593,3^3*59^1,59,634,2^1*317^1,317,1181,1181^1,1181,0,0,0,0,0,0,0,0,0,0,0,0
433,1,2,0,0,729,3^6,3,729,3^6,3,523,523^1,523,697,17^1*41^1,41,1,1,1,0,0,0,1,1,1,0,0,0
434,1,2,0,1,1137,3^1*379^1,379,697,17^1*41^1,41,2027,2027^1,2027,598,2^1*13^1*23^1,23,0,0,0,0,0,0,0,0,0,0,0,0
435,1,2,0,2,4489,67^2,67,3849,3^1*1283^1,1283,6328,2^3*7^1*113^1,113,2440,2^3*5^1*61^1,61,0,0,0,0,0,0,0,0,0,0,0,0
436,1,2,1,-2,2017,2017^1,2017,15332,2^2*3833^1,3833,1596,2^2*3^1*7^1*19^1,19,9159,3^1*43^1*71^1,71,0,0,0,0,0,0,0,0,0,0,0,0
437,1,2,1,-1,891,3^4*11^1,11,216,2^3*3^3,3,669,3^1*223^1,223,231,3^1*7^1*11^1,11,0,1,0,0,0,0,1,1,1,0,1,0
438,1,2,1,0,569,569^1,569,804,2^2*3^1*67^1,67,712,2^3*89^1,89,673,673^1,673,0,0,0,0,0,0,0,0,0,0,0,0
439,1,2,1,1,1531,1531^1,1531,536,2^3*67^1,67,1826,2^1*11^1*83^1,83,1001,7^1*11^1*13^1,13,0,0,0,0,0,0,0,0,0,0,1,0
440,1,2,1,2,6561,3^8,3,2916,2^2*3^6,3,7212,2^2*3^1*601^1,601,3297,3^1*7^1*157^1,157,1,1,1,0,0,0,1,1,1,0,0,0
441,1,2,2,-2,3537,3^3*131^1,131,27297,3^4*337^1,337,3790,2^1*5^1*379^1,379,32213,32213^1,32213,0,0,0,0,0,0,0,0,0,0,0,0
442,1,2,2,-1,881,881^1,881,1921,17^1*113^1,113,660,2^2*3^1*5^1*11^1,11,1958,2^1*11^1*89^1,89,0,0,0,0,0,0,0,0,0,1,0,0
443,1,2,2,0,129,3^1*43^1,43,2609,2609^1,2609,251,251^1,251,2153,2153^1,2153,0,0,0,0,0,0,0,0,0,0,0,0
444,1,2,2,1,1809,3^3*67^1,67,3969,3^4*7^2,7,1435,5^1*7^1*41^1,41,2368,2^6*37^1,37,0,1,0,0,0,0,0,1,0,0,0,0
445,1,2,2,2,9809,17^1*577^1,577,13729,13729^1,13729,10393,19^1*547^1,547,14711,47^1*313^1,313,0,0,0,0,0,0,0,0,0,0,0,0
446,2,-2,-2,-1,648,2^3*3^4,3,3888,2^4*3^5,3,723,3^1*241^1,241,2864,2^4*179^1,179,1,1,1,0,0,0,1,1,1,0,0,0
447,2,-2,-2,1,2504,2^3*313^1,313,11824,2^4*739^1,739,2995,5^1*599^1,599,10762,2^1*5381^1,5381,0,0,0,0,0,0,0,0,0,0,0,0
448,2,-2,-1,-2,1377,3^4*17^1,17,18252,2^2*3^3*13^2,13,1485,3^3*5^1*11^1,11,23872,2^6*373^1,373,0,0,0,0,0,0,0,1,0,1,0,0
449,2,-2,-1,-1,859,859^1,859,2924,2^2*17^1*43^1,43,544,2^5*17^1,17,3535,5^1*7^1*101^1,101,0,0,0,0,0,0,0,0,0,0,0,0
450,2,-2,-1,0,1721,1721^1,1721,1356,2^2*3^1*113^1,113,1073,29^1*37^1,37,1416,2^3*3^1*59^1,59,0,0,0,0,0,0,0,0,0,0,0,0
451,2,-2,-1,1,2187,3^7,3,5292,2^2*3^3*7^2,7,2867,47^1*61^1,61,5270,2^1*5^1*17^1*31^1,31,1,1,1,0,0,0,1,1,1,0,0,0
452,2,-2,-1,2,2497,11^1*227^1,227,29132,2^2*7283^1,7283,3714,2^1*3^1*619^1,619,17951,29^1*619^1,619,0,0,0,0,0,0,0,0,0,0,0,0
453,2,-2,0,-1,1944,2^3*3^5,3,2224,2^4*139^1,139,1573,11^2*13^1,13,2612,2^2*653^1,653,1,0,0,0,0,0,1,0,0,1,0,0
454,2,-2,0,1,2008,2^3*251^1,251,1968,2^4*3^1*41^1,41,1274,2^1*7^2*13^1,13,1265,5^1*11^1*23^1,23,0,0,0,0,0,0,0,0,0,1,0,0
455,2,-2,1,-2,8777,67^1*131^1,131,4012,2^2*17^1*59^1,59,13571,41^1*331^1,331,2674,2^1*7^1*191^1,191,0,0,0,0,0,0,0,0,0,0,0,0
456,2,-2,1,-1,3267,3^3*11^2,11,972,2^2*3^5,3,3967,3967^1,3967,831,3^1*277^1,277,0,1,0,0,0,0,1,1,1,0,0,0
457,2,-2,1,0,1569,3^1*523^1,523,1964,2^2*491^1,491,1510,2^1*5^1*151^1,151,1754,2^1*877^1,877,0,0,0,0,0,0,0,0,0,0,0,0
458,2,-2,1,1,1523,1523^1,1523,268,2^2*67^1,67,1186,2^1*593^1,593,408,2^3*3^1*17^1,17,0,0,0,0,0,0,0,0,0,0,0,0
459,2,-2,1,2,3753,3^3*139^1,139,8748,2^2*3^7,3,3632,2^4*227^1,227,11117,11117^1,11117,0,1,0,0,0,0,0,1,0,0,0,0
460,2,-2,2,-1,4936,2^3*617^1,617,2096,2^4*131^1,131,5826,2^1*3^1*971^1,971,2468,2^2*617^1,617,0,0,0,0,0,0,0,0,0,0,0,0
461,2,-2,2,1,648,2^3*3^4,3,3888,2^4*3^5,3,935,5^1*11^1*17^1,17,2428,2^2*607^1,607,1,1,1,0,0,0,1,1,1,0,0,0
462,2,-1,-2,-2,1944,2^3*3^5,3,27864,2^3*3^4*43^1,43,1876,2^2*7^1*67^1,67,27354,2^1*3^1*47^1*97^1,97,1,0,0,0,0,0,1,0,0,0,0,0
463,2,-1,-2,-1,536,2^3*67^1,67,2656,2^5*83^1,83,686,2^1*7^3,7,3145,5^1*17^1*37^1,37,0,0,0,1,0,0,0,0,0,1,0,0
464,2,-1,-2,0,408,2^3*3^1*17^1,17,1688,2^3*211^1,211,457,457^1,457,1124,2^2*281^1,281,0,0,0,0,0,0,0,0,0,0,0,0
465,2,-1,-2,1,216,2^3*3^3,3,7776,2^5*3^5,3,244,2^2*61^1,61,5575,5^2*223^1,223,1,1,1,0,0,0,1,1,1,0,0,0
466,2,-1,-2,2,536,2^3*67^1,67,41176,2^3*5147^1,5147,973,7^1*139^1,139,33735,3^1*5^1*13^1*173^1,173,0,0,0,0,0,0,0,0,0,0,0,0
467,2,-1,-1,-2,619,619^1,619,12854,2^1*6427^1,6427,723,3^1*241^1,241,12625,5^3*101^1,101,0,0,0,0,0,0,0,0,0,0,0,0
468,2,-1,-1,-1,81,3^4,3,486,2^1*3^5,3,108,2^2*3^3,3,476,2^2*7^1*17^1,17,1,1,1,1,0,0,1,1,1,1,0,0
469,2,-1,-1,0,251,251^1,251,246,2^1*3^1*41^1,41,154,2^1*7^1*11^1,11,138,2^1*3^1*23^1,23,0,0,0,0,0,0,0,0,0,1,0,0
470,2,-1,-1,1,313,313^1,313,1478,2^1*739^1,739,500,2^2*5^3,5,1128,2^3*3^1*47^1,47,0,0,0,1,0,0,0,0,0,1,0,0
471,2,-1,-1,2,891,3^4*11^1,11,15606,2^1*3^3*17^2,17,512,2^9,2,12310,2^1*5^1*1231^1,1231,0,0,0,1,0,0,1,0,0,1,0,0
472,2,-1,0,-2,792,2^3*3^2*11^1,11,9112,2^3*17^1*67^1,67,1013,1013^1,1013,16084,2^2*4021^1,4021,0,0,0,0,0,0,1,0,0,0,0,0
473,2,-1,0,-1,136,2^3*17^1,17,576,2^6*3^2,3,251,251^1,251,700,2^2*5^2*7^1,7,0,1,0,0,1,0,0,1,0,0,1,0
474,2,-1,0,0,216,2^3*3^3,3,216,2^3*3^3,3,242,2^1*11^2,11,179,179^1,179,1,1,1,0,0,0,1,1,1,1,0,0
475,2,-1,0,1,264,2^3*3^1*11^1,11,64,2^6,2,266,2^1*7^1*19^1,19,112,2^4*7^1,7,0,1,0,0,1,0,1,1,1,0,1,0
476,2,-1,0,2,1048,2^3*131^1,131,8088,2^3*3^1*337^1,337,1713,3^1*571^1,571,4190,2^1*5^1*419^1,419,0,0,0,0,0,0,0,0,0,0,0,0
477,2,-1,1,-2,2403,3^3*89^1,89,9558,2^1*3^4*59^1,59,2828,2^2*7^1*101^1,101,14087,14087^1,14087,0,0,0,0,0,0,0,0,0,0,0,0
478,2,-1,1,-1,617,617^1,617,262,2^1*131^1,131,1004,2^2*251^1,251,450,2^1*3^2*5^2,5,0,0,0,0,1,0,0,0,0,0,1,0
479,2,-1,1,0,243,3^5,3,278,2^1*139^1,139,165,3^1*5^1*11^1,11,464,2^4*29^1,29,1,0,0,0,0,0,1,0,0,1,0,0
480,2,-1,1,1,81,3^4,3,486,2^1*3^5,3,78,2^1*3^1*13^1,13,407,11^1*37^1,37,1,1,1,0,0,0,1,1,1,1,0,0
481,2,-1,1,2,1139,17^1*67^1,67,10774,2^1*5387^1,5387,1939,7^1*277^1,277,13774,2^1*71^1*97^1,97,0,0,0,0,0,0,0,0,0,0,0,0
482,2,-1,2,-2,6424,2^3*11^1*73^1,73,17624,2^3*2203^1,2203,6076,2^2*7^2*31^1,31,28213,89^1*317^1,317,0,0,0,0,0,0,0,0,0,0,0,0
483,2,-1,2,-1,1944,2^3*3^5,3,864,2^5*3^3,3,1299,3^1*433^1,433,564,2^2*3^1*47^1,47,1,1,1,0,0,0,1,1,1,0,0,0
484,2,-1,2,0,536,2^3*67^1,67,1176,2^3*3^1*7^2,7,635,5^1*127^1,127,1690,2^1*5^1*13^2,13,0,1,0,0,0,0,0,1,0,0,1,0
485,2,-1,2,1,88,2^3*11^1,11,4448,2^5*139^1,139,81,3^4,3,7059,3^1*13^1*181^1,181,0,0,0,1,0,0,1,0,0,1,0,0
486,2,-1,2,2,1944,2^3*3^5,3,27864,2^3*3^4*43^1,43,2043,3^2*227^1,227,17537,13^1*19^1*71^1,71,1,0,0,0,0,0,1,0,0,0,0,0
487,2,0,-2,-1,264,2^3*3^1*11^1,11,4624,2^4*17^2,17,348,2^2*3^1*29^1,29,7823,7823^1,7823,0,0,0,0,0,0,1,0,0,0,0,0
488,2,0,-2,1,264,2^3*3^1*11^1,11,4624,2^4*17^2,17,345,3^1*5^1*23^1,23,8076,2^2*3^1*673^1,673,0,0,0,0,0,0,1,0,0,0,0,0
489,2,0,-1,-2,937,937^1,937,11652,2^2*3^1*971^1,971,589,19^1*31^1,31,14441,7^1*2063^1,2063,0,0,0,0,0,0,0,0,0,0,0,0
490,2,0,-1,-1,139,139^1,139,324,2^2*3^4,3,197,197^1,197,388,2^2*97^1,97,0,1,0,0,0,0,0,1,0,0,0,0
491,2,0,-1,0,81,3^4,3,196,2^2*7^2,7,86,2^1*43^1,43,172,2^2*43^1,43,1,1,1,0,0,0,1,1,1,0,0,0
492,2,0,-1,1,139,139^1,139,324,2^2*3^4,3,154,2^1*7^1*11^1,11,302,2^1*151^1,151,0,1,0,0,0,0,0,1,0,1,0,0
493,2,0,-1,2,937,937^1,937,11652,2^2*3^1*971^1,971,734,2^1*367^1,367,13581,3^3*503^1,503,0,0,0,0,0,0,0,0,0,0,0,0
494,2,0,0,-1,24,2^3*3^1,3,144,2^4*3^2,3,20,2^2*5^1,5,129,3^1*43^1,43,1,1,1,1,0,0,1,1,1,1,0,0
495,2,0,0,1,24,2^3*3^1,3,144,2^4*3^2,3,29,29^1,29,202,2^1*101^1,101,1,1,1,0,0,0,1,1,1,0,0,0
496,2,0,1,-2,849,3^1*283^1,283,12004,2^2*3001^1,3001,727,727^1,727,9251,11^1*29^2,29,0,0,0,0,0,0,0,0,0,0,0,0
497,2,0,1,-1,51,3^1*17^1,17,676,2^2*13^2,13,61,61^1,61,927,3^2*103^1,103,0,0,0,0,0,0,0,1,0,0,0,0
498,2,0,1,0,121,11^2,11,36,2^2*3^2,3,112,2^4*7^1,7,40,2^3*5^1,5,0,1,0,1,1,1,1,1,1,1,1,1
499,2,0,1,1,51,3^1*17^1,17,676,2^2*13^2,13,40,2^3*5^1,5,798,2^1*3^1*7^1*19^1,19,0,0,0,1,0,0,0,1,0,1,0,0
500,2,0,1,2,849,3^1*283^1,283,12004,2^2*3001^1,3001,666,2^1*3^2*37^1,37,13372,2^2*3343^1,3343,0,0,0,0,0,0,0,0,0,0,0,0
501,2,0,2,-1,712,2^3*89^1,89,2832,2^4*3^1*59^1,59,562,2^1*281^1,281,3880,2^3*5^1*97^1,97,0,0,0,0,0,0,0,0,0,0,0,0
502,2,0,2,1,712,2^3*89^1,89,2832,2^4*3^1*59^1,59,597,3^1*199^1,199,2955,3^1*5^1*197^1,197,0,0,0,0,0,0,0,0,0,0,0,0
503,2,1,-2,-2,536,2^3*67^1,67,41176,2^3*5147^1,5147,616,2^3*7^1*11^1,11,62716,2^2*15679^1,15679,0,0,0,0,0,0,0,0,0,1,0,0
504,2,1,-2,-1,216,2^3*3^3,3,7776,2^5*3^5,3,202,2^1*101^1,101,4882,2^1*2441^1,2441,1,1,1,0,0,0,1,1,1,0,0,0
505,2,1,-2,0,408,2^3*3^1*17^1,17,1688,2^3*211^1,211,468,2^2*3^2*13^1,13,1943,29^1*67^1,67,0,0,0,0,0,0,0,0,0,1,0,0
506,2,1,-2,1,536,2^3*67^1,67,2656,2^5*83^1,83,907,907^1,907,3000,2^3*3^1*5^3,5,0,0,0,0,1,0,0,0,0,0,1,0
507,2,1,-2,2,1944,2^3*3^5,3,27864,2^3*3^4*43^1,43,1470,2^1*3^1*5^1*7^2,7,24471,3^2*2719^1,2719,1,0,0,1,0,0,1,0,0,1,0,0
508,2,1,-1,-2,891,3^4*11^1,11,15606,2^1*3^3*17^2,17,847,7^1*11^2,11,14820,2^2*3^1*5^1*13^1*19^1,19,0,0,0,0,0,0,1,0,0,1,0,0
509,2,1,-1,-1,313,313^1,313,1478,2^1*739^1,739,436,2^2*109^1,109,1116,2^2*3^2*31^1,31,0,0,0,0,0,0,0,0,0,0,0,0
510,2,1,-1,0,251,251^1,251,246,2^1*3^1*41^1,41,214,2^1*107^1,107,218,2^1*109^1,109,0,0,0,0,0,0,0,0,0,0,0,0
511,2,1,-1,1,81,3^4,3,486,2^1*3^5,3,80,2^4*5^1,5,499,499^1,499,1,1,1,1,0,0,1,1,1,1,0,0
512,2,1,-1,2,619,619^1,619,12854,2^1*6427^1,6427,631,631^1,631,11645,5^1*17^1*137^1,137,0,0,0,0,0,0,0,0,0,0,0,0
513,2,1,0,-2,1048,2^3*131^1,131,8088,2^3*3^1*337^1,337,1655,5^1*331^1,331,5121,3^2*569^1,569,0,0,0,0,0,0,0,0,0,0,0,0
514,2,1,0,-1,264,2^3*3^1*11^1,11,64,2^6,2,355,5^1*71^1,71,66,2^1*3^1*11^1,11,0,1,0,0,0,0,1,1,1,0,1,0
515,2,1,0,0,216,2^3*3^3,3,216,2^3*3^3,3,164,2^2*41^1,41,251,251^1,251,1,1,1,0,0,0,1,1,1,0,0,0
516,2,1,0,1,136,2^3*17^1,17,576,2^6*3^2,3,187,11^1*17^1,17,753,3^1*251^1,251,0,1,0,0,0,0,0,1,0,0,0,0
517,2,1,0,2,792,2^3*3^2*11^1,11,9112,2^3*17^1*67^1,67,966,2^1*3^1*7^1*23^1,23,11655,3^2*5^1*7^1*37^1,37,0,0,0,0,0,0,1,0,0,0,0,0
518,2,1,1,-2,1139,17^1*67^1,67,10774,2^1*5387^1,5387,2027,2027^1,2027,11271,3^1*13^1*17^2,17,0,0,0,0,0,0,0,0,0,0,0,0
519,2,1,1,-1,81,3^4,3,486,2^1*3^5,3,123,3^1*41^1,41,334,2^1*167^1,167,1,1,1,0,0,0,1,1,1,0,0,0
520,2,1,1,0,243,3^5,3,278,2^1*139^1,139,212,2^2*53^1,53,336,2^4*3^1*7^1,7,1,0,0,0,1,0,1,0,0,0,1,0
521,2,1,1,1,617,617^1,617,262,2^1*131^1,131,525,3^1*5^2*7^1,7,492,2^2*3^1*41^1,41,0,0,0,1,0,0,0,0,0,1,0,0
522,2,1,1,2,2403,3^3*89^1,89,9558,2^1*3^4*59^1,59,4037,11^1*367^1,367,12941,12941^1,12941,0,0,0,0,0,0,0,0,0,0,0,0
523,2,1,2,-2,1944,2^3*3^5,3,27864,2^3*3^4*43^1,43,1935,3^2*5^1*43^1,43,27935,5^1*37^1*151^1,151,1,0,0,0,0,0,1,0,0,0,0,0
524,2,1,2,-1,88,2^3*11^1,11,4448,2^5*139^1,139,90,2^1*3^2*5^1,5,6391,7^1*11^1*83^1,83,0,0,0,1,0,0,1,0,0,1,0,0
525,2,1,2,0,536,2^3*67^1,67,1176,2^3*3^1*7^2,7,547,547^1,547,1053,3^4*13^1,13,0,1,0,0,0,0,0,1,0,0,1,0
526,2,1,2,1,1944,2^3*3^5,3,864,2^5*3^3,3,1448,2^3*181^1,181,544,2^5*17^1,17,1,1,1,0,0,0,1,1,1,0,0,0
527,2,1,2,2,6424,2^3*11^1*73^1,73,17624,2^3*2203^1,2203,5190,2^1*3^1*5^1*173^1,173,17642,2^1*8821^1,8821,0,0,0,0,0,0,0,0,0,0,0,0
528,2,2,-2,-1,2504,2^3*313^1,313,11824,2^4*739^1,739,2474,2^1*1237^1,1237,9935,5^1*1987^1,1987,0,0,0,0,0,0,0,0,0,0,0,0
529,2,2,-2,1,648,2^3*3^4,3,3888,2^4*3^5,3,846,2^1*3^2*47^1,47,4047,3^1*19^1*71^1,71,1,1,1,0,0,0,1,1,1,0,0,0
530,2,2,-1,-2,2497,11^1*227^1,227,29132,2^2*7283^1,7283,3819,3^1*19^1*67^1,67,32129,19^2*89^1,89,0,0,0,0,0,0,0,0,0,0,0,0
531,2,2,-1,-1,2187,3^7,3,5292,2^2*3^3*7^2,7,2165,5^1*433^1,433,6110,2^1*5^1*13^1*47^1,47,1,1,1,0,0,0,1,1,1,0,0,0
532,2,2,-1,0,1721,1721^1,1721,1356,2^2*3^1*113^1,113,1723,1723^1,1723,1991,11^1*181^1,181,0,0,0,0,0,0,0,0,0,0,0,0
533,2,2,-1,1,859,859^1,859,2924,2^2*17^1*43^1,43,789,3^1*263^1,263,3748,2^2*937^1,937,0,0,0,0,0,0,0,0,0,0,0,0
534,2,2,-1,2,1377,3^4*17^1,17,18252,2^2*3^3*13^2,13,1702,2^1*23^1*37^1,37,24971,24971^1,24971,0,0,0,0,0,0,0,1,0,0,0,0
535,2,2,0,-1,2008,2^3*251^1,251,1968,2^4*3^1*41^1,41,1534,2^1*13^1*59^1,59,1967,7^1*281^1,281,0,0,0,0,0,0,0,0,0,0,0,0
536,2,2,0,1,1944,2^3*3^5,3,2224,2^4*139^1,139,1549,1549^1,1549,2123,11^1*193^1,193,1,0,0,0,0,0,1,0,0,0,0,0
537,2,2,1,-2,3753,3^3*139^1,139,8748,2^2*3^7,3,2641,19^1*139^1,139,9263,59^1*157^1,157,0,1,0,0,0,0,0,1,0,0,0,0
538,2,2,1,-1,1523,1523^1,1523,268,2^2*67^1,67,1768,2^3*13^1*17^1,17,289,17^2,17,0,0,0,0,0,0,0,0,0,0,0,0
539,2,2,1,0,1569,3^1*523^1,523,1964,2^2*491^1,491,1729,7^1*13^1*19^1,19,1091,1091^1,1091,0,0,0,0,0,0,0,0,0,0,0,0
540,2,2,1,1,3267,3^3*11^2,11,972,2^2*3^5,3,2325,3^1*5^2*31^1,31,737,11^1*67^1,67,0,1,0,0,0,0,1,1,1,0,0,0
541,2,2,1,2,8777,67^1*131^1,131,4012,2^2*17^1*59^1,59,12368,2^4*773^1,773,2080,2^5*5^1*13^1,13,0,0,0,0,0,0,0,0,0,0,1,0
542,2,2,2,-1,648,2^3*3^4,3,3888,2^4*3^5,3,944,2^4*59^1,59,3509,11^2*29^1,29,1,1,1,0,0,0,1,1,1,0,0,0
543,2,2,2,1,4936,2^3*617^1,617,2096,2^4*131^1,131,4361,7^2*89^1,89,3013,23^1*131^1,131,0,0,0,0,0,0,0,0,0,0,0,0
